"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_EXPANSION_SETTINGS_HUD_CHAT_OUTLINE_OPACITY","TEXT OUTLINE OPACITY","TEXT OUTLINE OPACITY","TEXT OUTLINE OPACITY","SCHRIFTUMRISS-DECKKRAFT","ТЕКСТ (ПРОЗРАЧ. ОБВОДКИ)","TEXT OUTLINE OPACITY","TEXT OUTLINE OPACITY","TEXT OUTLINE OPACITY","TEXT OUTLINE OPACITY","TEXT OUTLINE OPACITY","TEXT OUTLINE OPACITY","TEXT OUTLINE OPACITY","TEXT OUTLINE OPACITY","TEXT OUTLINE OPACITY",
"STR_EXPANSION_SETTINGS_HUD_CHAT_OUTLINE_OPACITY_DESC","Chat message text outline opacity","Chat message text outline opacity","Chat message text outline opacity","Deckkraft des Schriftumriss der Chatzeilen","Прозрачность обводки текста сообщений чата.","Chat message text outline opacity","Chat message text outline opacity","Chat message text outline opacity","Chat message text outline opacity","Chat message text outline opacity","Chat message text outline opacity","Chat message text outline opacity","Chat message text outline opacity","Chat message text outline opacity",
"STR_EXPANSION_SETTINGS_HUD_CHAT_OUTLINE_SIZE","TEXT OUTLINE SIZE","TEXT OUTLINE SIZE","TEXT OUTLINE SIZE","SCHRIFTUMRISS-BREITE","ТЕКСТ (РАЗМЕР ОБВОДКИ)","TEXT OUTLINE SIZE","TEXT OUTLINE SIZE","TEXT OUTLINE SIZE","TEXT OUTLINE SIZE","TEXT OUTLINE SIZE","TEXT OUTLINE SIZE","TEXT OUTLINE SIZE","TEXT OUTLINE SIZE","TEXT OUTLINE SIZE",
"STR_EXPANSION_SETTINGS_HUD_CHAT_OUTLINE_SIZE_DESC","Chat message text outline size","Chat message text outline size","Chat message text outline size","Breite des Schriftumriss der Chatzeilen","Размер обводки текста сообщений чата.","Chat message text outline size","Chat message text outline size","Chat message text outline size","Chat message text outline size","Chat message text outline size","Chat message text outline size","Chat message text outline size","Chat message text outline size","Chat message text outline size",
"STR_EXPANSION_SETTINGS_HUD_CHAT_SHADOW_OFFSET_X","TEXT SHADOW OFFSET X","TEXT SHADOW OFFSET X","TEXT SHADOW OFFSET X","TEXTSCHATTEN-VERSATZ X","ТЕКСТ (СМЕЩ. ТЕНИ X)","TEXT SHADOW OFFSET X","TEXT SHADOW OFFSET X","TEXT SHADOW OFFSET X","TEXT SHADOW OFFSET X","TEXT SHADOW OFFSET X","TEXT SHADOW OFFSET X","TEXT SHADOW OFFSET X","TEXT SHADOW OFFSET X","TEXT SHADOW OFFSET X",
"STR_EXPANSION_SETTINGS_HUD_CHAT_SHADOW_OFFSET_X_DESC","Chat message text shadow horizontal offset","Chat message text shadow horizontal offset","Chat message text shadow horizontal offset","Horizontaler Textschatten-Versatz der Chatzeilen","Смещение тени текста сообщений чата по Горизонтали.","Chat message text shadow horizontal offset","Chat message text shadow horizontal offset","Chat message text shadow horizontal offset","Chat message text shadow horizontal offset","Chat message text shadow horizontal offset","Chat message text shadow horizontal offset","Chat message text shadow horizontal offset","Chat message text shadow horizontal offset","Chat message text shadow horizontal offset",
"STR_EXPANSION_SETTINGS_HUD_CHAT_SHADOW_OFFSET_Y","TEXT SHADOW OFFSET Y","TEXT SHADOW OFFSET Y","TEXT SHADOW OFFSET Y","TEXTSCHATTEN-VERSATZ Y","ТЕКСТ (СМЕЩ. ТЕНИ Y)","TEXT SHADOW OFFSET Y","TEXT SHADOW OFFSET Y","TEXT SHADOW OFFSET Y","TEXT SHADOW OFFSET Y","TEXT SHADOW OFFSET Y","TEXT SHADOW OFFSET Y","TEXT SHADOW OFFSET Y","TEXT SHADOW OFFSET Y","TEXT SHADOW OFFSET Y",
"STR_EXPANSION_SETTINGS_HUD_CHAT_SHADOW_OFFSET_Y_DESC","Chat message text shadow vertical offset","Chat message text shadow vertical offset","Chat message text shadow vertical offset","Vertikaler Textschatten-Versatz der Chatzeilen","Смещение тени текста сообщений чата по Вертикали.","Chat message text shadow vertical offset","Chat message text shadow vertical offset","Chat message text shadow vertical offset","Chat message text shadow vertical offset","Chat message text shadow vertical offset","Chat message text shadow vertical offset","Chat message text shadow vertical offset","Chat message text shadow vertical offset","Chat message text shadow vertical offset",
"STR_EXPANSION_SETTINGS_HUD_CHAT_SHADOW_OPACITY","TEXT SHADOW OPACITY","TEXT SHADOW OPACITY","TEXT SHADOW OPACITY","TEXTSCHATTEN-DECKKRAFT","ТЕКСТ (ПРОЗРАЧ. ТЕНИ)","TEXT SHADOW OPACITY","TEXT SHADOW OPACITY","TEXT SHADOW OPACITY","TEXT SHADOW OPACITY","TEXT SHADOW OPACITY","TEXT SHADOW OPACITY","TEXT SHADOW OPACITY","TEXT SHADOW OPACITY","TEXT SHADOW OPACITY",
"STR_EXPANSION_SETTINGS_HUD_CHAT_SHADOW_OPACITY_DESC","Chat message text shadow opacity","Chat message text shadow opacity","Chat message text shadow opacity","Deckkraft des Textschatten der Chatzeilen","Прозрачность тени текста сообщений чата.","Chat message text shadow opacity","Chat message text shadow opacity","Chat message text shadow opacity","Chat message text shadow opacity","Chat message text shadow opacity","Chat message text shadow opacity","Chat message text shadow opacity","Chat message text shadow opacity","Chat message text shadow opacity",
"STR_EXPANSION_SETTINGS_HUD_CHAT_SHADOW_SIZE","TEXT SHADOW SIZE","TEXT SHADOW SIZE","TEXT SHADOW SIZE","TEXTSCHATTEN-BREITE","ТЕКСТ (РАЗМЕР ТЕНИ)","TEXT SHADOW SIZE","TEXT SHADOW SIZE","TEXT SHADOW SIZE","TEXT SHADOW SIZE","TEXT SHADOW SIZE","TEXT SHADOW SIZE","TEXT SHADOW SIZE","TEXT SHADOW SIZE","TEXT SHADOW SIZE",
"STR_EXPANSION_SETTINGS_HUD_CHAT_SHADOW_SIZE_DESC","Chat message text shadow size","Chat message text shadow size","Chat message text shadow size","Breite des Textschatten der Chatzeilen","Размер тени текста сообщений чата.","Chat message text shadow size","Chat message text shadow size","Chat message text shadow size","Chat message text shadow size","Chat message text shadow size","Chat message text shadow size","Chat message text shadow size","Chat message text shadow size","Chat message text shadow size",
"STR_EXPANSION_SETTINGS_HUD_CHAT_SIZE","FONT SIZE","FONT SIZE","VELIKOST PÍSMA V CHATU","SCHRIFTGRÖSSE","РАЗМЕР ШРИФТА","CHAT LINES FONT SIZE","CHAT LINES FONT SIZE","DIMENSIONE TESTO CHAT","TAMAÑO DE FUENTE DE LÍNEAS DE CHAT","TAILLE DU TCHAT","聊天行字體大小","CHAT LINES FONT SIZE","CHAT LINES FONT SIZE","聊天线字体大小",
"STR_EXPANSION_SETTINGS_HUD_CHAT_SIZE_DESC","Change font size of the chat lines.","Change font size of the chat lines.","Změna velikosti písma v chatu.","Schriftgröße der Chatzeilen ändern.","Изменить размер шрифта линий чата.","Change font size of the chat lines.","Change font size of the chat lines.","Cambia la dimensione del font in chat di testo","Cambia el tamaño de fuente de las líneas de chat.","Changer la taille de police d'écriture dans le tchat","更改聊天行的字體大小。","Change font size of the chat lines.","Change font size of the chat lines.","更改聊天行的字体大小。",
"STR_EXPANSION_SETTINGS_HUD_CHAT_TOGGLE","SHOW CHAT","SHOW CHAT","ZOBRAZIT CHAT","CHAT ANZEIGEN","ПОКАЗАТЬ ЧАТ","SHOW CHAT","SHOW CHAT","SHOW CHAT","SHOW CHAT","AFFICHER LE CHAT","顯示聊天","SHOW CHAT","SHOW CHAT","显示聊天",
"STR_EXPANSION_SETTINGS_HUD_CHAT_TOGGLE_DESC","Toggle visibility of the chat","Toggle visibility of the chat","Přepíná viditelnost chatu","Umschalten der Sichtbarkeit des Chats","Вкл/Выкл видимость чата","Toggle visibility of the chat","Toggle visibility of the chat","Toggle visibility of the chat","Toggle visibility of the chat","Basculer la visibilité du chat","切換聊天的可見性。","Toggle visibility of the chat","Toggle visibility of the chat","切换聊天的可见性",
"STR_EXPANSION_SETTINGS_HUD_EARPLUG_LEVEL","EARPLUG LEVEL","EARPLUG LEVEL","ÚROVEŇ ŠPUNTŮ DO UŠÍ","OHRSTÖPSEL-LAUTSTÄRKE","ГРОМКОСТЬ В БЕРУШАХ","Poziom Zatyczek","EARPLUG LEVEL","LIVELLO TAPPI AURICOLARI","Nivel de los tapones de oido","NIVEAU DES BOUCHONS D'OREILLE","耳塞音量","EARPLUG LEVEL","TAMPÃO DE OUVIDO - NÍVEL","耳塞级别",
"STR_EXPANSION_SETTINGS_HUD_EARPLUG_LEVEL_DESC","Change earplug level","Change earplug level","Změnit úroveň špuntů do uší.","Lautstärke bei aktivierten Ohrstöpseln","Изменить громкость в берушах.","Zmień Poziom Zatyczek","Change earplug level","Cambia il volume percepito con i tappi auricolari","Cambiar el nivel de los tapones de oido","Changer le niveau des bouchons d'oreille","更改耳塞音量。","Change earplug level","Altera o nível do tampão de ouvido.","更改耳塞级别",
"STR_EXPANSION_SETTINGS_HUD_GREEN_HEAD_PLAYER","GREEN MARKER PARTY MEMBER","GREEN MARKER PARTY MEMBER","ZELENÁ ČÁST PARTY ZNAČKY","GRÜN MARKIERTES GRUPPENMITGLIED","УРОВЕНЬ ЗЕЛЁНОГО ДЛЯ МЕТОК ГРУППЫ","ZIELEŃ ZNACZNIKA CZŁONKA GRUPY","GREEN MARKER PARTY MEMBER","VERDE MARCATORI DEI GIOCATORI","Marcador verde para miembro del grupo","MEMBRE DU GROUPE AVEC MARQUEUR VERT","對隊員的綠色標記","GREEN MARKER PARTY MEMBER","MARCAÇÃO VERDE DO MEMBRO DO GRUPO.","绿色市场党员",
"STR_EXPANSION_SETTINGS_HUD_GREEN_HEAD_PLAYER_DESC","Change green level of marker for party member","Change green level of marker for party member","Změnit podíl zelené barvy na značce.","Ändern der Grünstufe der Markierung für das Gruppenmitglied","Изменить уровень зелёного для меток группы.","Zmień zielony poziom znacznika dla członka grupy","Change green level of marker for party member","Cambia il livello di Verde nei marcatori dei giocatori nel gruppo.","Cambiar marcador verde para miembro del grupo","Changer le niveau de vert du marqueur pour les membres du groupe","更改隊員標記的綠色級別。","Change green level of marker for party member","Alterar o nível verde de marcador para membro do grupo.","更改党员的绿色标记",
"STR_EXPANSION_SETTINGS_HUD_RED_HEAD_PLAYER","RED MARKER PARTY MEMBER","RED MARKER PARTY MEMBER","ČERVENÁ ČÁST PARTY ZNAČKY","ROTE MARKIERUNG DES GRUPPENMITGLIEDS","УРОВЕНЬ КРАСНОГО ДЛЯ МЕТОК ГРУППЫ","CZERWIEŃ ZNACZNIKA CZŁONKA GRUPY","RED MARKER PARTY MEMBER","ROSSO MARCATORI DEI GIOCATORI","Marcador rojo para miembro del grupo","MEMBRE DU GROUPE AVEC MARQUEUR ROUGE","對隊員的紅色標記","RED MARKER PARTY MEMBER","MARCAÇÃO VERMELHA DO MEMBRO DO GRUPO.","红旗派对会员",
"STR_EXPANSION_SETTINGS_HUD_RED_HEAD_PLAYER_DESC","Change red level of marker for party member","Change red level of marker for party member","Změnit podíl červené barvy na značce.","Rotes Level der Markierung für das Gruppenmitglied ändern","Изменить уровень красного для меток группы.","Zmień czerwony poziom znacznika dla członka grupy","Change red level of marker for party member","Cambia il livello di Rosso nei marcatori dei giocatori nel gruppo.","Cambiar marcador rojo para miembro del grupo","Changer le niveau de rouge du marqueur pour les membres du groupe","更改隊員標記的紅色級別。","Change red level of marker for party member","Alterar o nível vermelho de marcador para membro do grupo","更改党员的红色标记",
"STR_EXPANSION_SETTINGS_HUD_SHOW_CLOCK","SHOW CLOCK","SHOW CLOCK","UKÁZAT HODINY","ZEIGE UHR","HUD ЧАСЫ","POKAŻ ZEGAR","SHOW CLOCK","MOSTRA OROLOGIO","MOSTRAR RELOJ","AFFICHER L'HORLOGE","顯示時鐘","時計を表示","MOSTRAR RELÓGIO","显示钟",
"STR_EXPANSION_SETTINGS_HUD_SHOW_CLOCK_DESC","Toggle the view of the clock in the main user interface.","Toggle the view of the clock in the main user interface.","Přepnout hodiny v rámci UI.","Schalte die Ansicht der Uhr im Benutzerfeld um.","Вкл/Выкл отображение часов на интерфейсе.","Włącz widok zegara w głownym interfejsie","Toggle the view of the clock in the main user interface.","Abilita / Disabilita la visione nell'orologio nell'interfaccia","Selecciona la vista del reloj en la interfaz de usuario.","Bascule l'affichage de l'horloge dans l'interface utilisateur principale.","切換主用戶界面中時鐘的顯示。","時計の表示・非表示を設定","Altera a visão do relógio no usuário principal.","在用户主界面中切换时钟视图。",
"STR_EXPANSION_SETTINGS_HUD_SHOW_GPS","SHOW GPS","SHOW GPS","UKÁZAT GPS","ZEIGE DAS GPS","HUD GPS","Pokaż GPS","SHOW GPS","MOSTRA GPS","MOSTRAR GPS","AFFICHER GPS","顯示GPS","SHOW GPS","MOSTRAR GPS","显示GPS",
"STR_EXPANSION_SETTINGS_HUD_SHOW_GPS_DESC","Toggle the view of the GPS.","Toggle the view of the GPS.","Přepnout náhled do GPS.","Schalte die Ansicht des GPS um.","Вкл/Выкл отображение GPS на интерфейсе.","Przęłącz widoczność GPS","Toggle the view of the GPS.","Abilita / Disabilita la visione del GPS","Activar la visión del GPS","Bascule l'affichage du GPS","切換GPS的顯示。","Toggle the view of the GPS.","Ativa a visão do GPS.","切换GPS显示画面",
"STR_EXPANSION_SETTINGS_INVENTORY","INVENTORY SETTINGS","INVENTORY SETTINGS","INVENTORY","INVENTAR-EINSTELLUNGEN","ИНВЕНТАРЬ","INVENTORY","INVENTORY","INVENTORY","INVENTORY","INVENTAIRE","INVENTORY","INVENTORY","INVENTORY","INVENTORY",
"STR_EXPANSION_SETTINGS_INVENTORY_RARITY_COLOR_TOGGLE","RARITY COLOR","RARITY COLOR","RARITY COLOR","SELTENHEITS-FARBE","ПОКАЗЫВАТЬ РЕДКОСТЬ","RARITY COLOR","RARITY COLOR","RARITY COLOR","RARITY COLOR","COULEUR RARETÉ","RARITY COLOR","RARITY COLOR","RARITY COLOR","RARITY COLOR",
"STR_EXPANSION_SETTINGS_INVENTORY_RARITY_COLOR_TOGGLE_DESC","Display rarity color on slot and inventory item backgrounds.","Display rarity color on slot and inventory item backgrounds.","Display rarity color on slot and inventory item backgrounds.","Zeigt die Seltenheitsfarbe auf den Hintergründen von Slot- und Inventargegenständen an.","Показывает цвет редкости на слотах и фоне предметов в инвентаре.","Display rarity color on slot and inventory item backgrounds.","Display rarity color on slot and inventory item backgrounds.","Display rarity color on slot and inventory item backgrounds.","Display rarity color on slot and inventory item backgrounds.","Afficher la couleur de rareté sur les arrière-plans des emplacements et des objets en inventaire.","Display rarity color on slot and inventory item backgrounds.","Display rarity color on slot and inventory item backgrounds.","Display rarity color on slot and inventory item backgrounds.","Display rarity color on slot and inventory item backgrounds.",
"STR_EXPANSION_SETTINGS_MAPMENULIST_STATE_PREFERENCE","SHOW MARKERLIST BY DEFAULT","SHOW MARKERLIST BY DEFAULT","VÝCHOZÍ ZOBRAZENÍ SEZNAMU ZNAČEK","MARKER-LISTE AUSKLAPPEN","СПИСОК-МЕТОК","SHOW MARKERLIST BY DEFAULT","SHOW MARKERLIST BY DEFAULT","MOSTRA LISTA MARCATORI DI DEFAULT","MOSTRAR LISTA DE MARCADORES POR DEFECTO","AFFICHER LISTE DES MARQUEURS","默認顯示標記列表","SHOW MARKERLIST BY DEFAULT","SHOW MARKERLIST BY DEFAULT","按默认显示标记列表",
"STR_EXPANSION_SETTINGS_MAPMENULIST_STATE_PREFERENCE_DESC","Expand the marker list when opening the map menu.","Expand the marker list when opening the map menu.","Rozbalí seznam značek při otevření mapy.","Klappt die Markerliste beim Öffnen des Kartenmenüs standardmäßig aus.","Вкл/Выкл этого параметра будет отображать/скрывать ""Список меток"" при открытии карты.","Expand the marker list when opening the map menu.","Expand the marker list when opening the map menu.","Espande la lista marcatori quando si apre il Menu Mappa","Expande la lista de marcadores al abrir el menu de mapa.","Développez la liste des marqueurs lors de l'ouverture du menu de la carte.","在打開地圖菜單時展開標記列表。","Expand the marker list when opening the map menu.","Expand the marker list when opening the map menu.","打开地图菜单时，展开标记列表。",
